LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
8,11,2,7,6,6,1,26,35.29,10.67,4015.7,0.13,74,0.09,223.09,376.47,24,50,18,16,45,Y
31,5,1,3,3,3,1,234,275.71,33.02,300539.98,3.03,1275,0.03,16696.66,9102.93,599,676,127,14,271,Y
7,7,0,0,4,3,3,31,94.74,9.52,8589.84,0.3,154,0.11,477.21,902.13,73,81,46,12,40,N
18,7,0,11,4,3,1,74,126.75,15.32,29754.91,0.65,303,0.07,1653.05,1942.05,143,160,70,15,105,Y
6,31,1,19,16,5,9,66,35.83,34.52,42683.63,0.41,218,0.03,2371.31,1236.59,91,127,29,22,94,Y
9,5,0,1,3,3,1,34,70.84,13.09,12140.27,0.31,157,0.08,674.46,927.38,72,85,44,16,48,Y
9,11,0,5,6,2,5,41,30.24,28.7,24899.58,0.29,158,0.03,1383.31,867.71,60,98,23,22,57,Y
17,5,0,2,3,1,1,112,171.1,22.34,85352.91,1.27,568,0.04,4741.83,3821.46,271,297,91,15,133,Y
31,7,4,1,4,4,1,122,252.04,13.45,45598.02,1.13,498,0.07,2533.22,3390.06,247,251,101,11,160,Y
5,19,0,0,10,10,5,46,60.44,17.27,18015.85,0.35,190,0.06,1000.88,1043.45,85,105,32,13,56,Y
17,37,0,21,19,11,10,68,60.46,25.05,37947.63,0.5,262,0.04,2108.2,1514.72,112,150,38,17,108,Y
3,7,0,7,4,4,1,30,23.36,25,14598,0.19,119,0.04,811,583.92,50,69,15,15,42,Y
5,11,0,4,6,4,4,23,34.56,14.68,7449.53,0.17,96,0.07,413.86,507.4,38,58,22,17,34,N
8,9,2,12,5,4,1,51,62.05,18.54,21332.75,0.38,189,0.05,1185.15,1150.53,89,100,48,20,76,Y
8,3,0,1,2,1,1,23,17.59,32.58,18678.13,0.19,118,0.03,1037.67,573.24,46,72,12,17,34,Y
7,3,0,0,2,2,1,23,54.72,14.03,10773.62,0.26,139,0.07,598.53,767.78,58,81,31,15,32,Y
4,5,0,0,3,3,1,11,26.19,9.33,2281.28,0.08,52,0.11,126.74,244.42,16,36,12,14,17,N
3,3,0,1,2,2,1,8,24.86,5.2,672.19,0.04,31,0.19,37.34,129.27,13,18,10,8,14,Y
2,107,0,0,54,20,54,82,70.97,28.47,57524.84,0.67,358,0.04,3195.82,2020.5,121,237,34,16,86,Y
3,15,1,1,8,7,3,40,59.15,15.59,14378.96,0.31,161,0.06,798.83,922.2,79,82,38,15,47,Y
33,37,0,25,19,13,4,89,110.73,25.14,69963.34,0.93,432,0.04,3886.85,2783.35,158,274,66,21,149,Y
10,15,0,0,8,7,5,44,46.37,20.81,20086.13,0.32,171,0.05,1115.9,965.1,74,97,32,18,56,Y
9,23,2,6,12,11,1,65,38.83,20.8,16791.61,0.27,155,0.05,932.87,807.47,61,94,22,15,84,Y
12,7,0,9,4,2,3,39,53.92,22.08,26287.7,0.4,205,0.05,1460.43,1190.51,86,119,37,19,62,Y
2,3,0,4,2,2,1,8,9.41,8,602.27,0.03,21,0.13,33.46,75.28,8,13,4,8,16,N
14,5,0,3,3,3,1,42,55.85,16.94,16026.87,0.32,183,0.06,890.38,946.1,77,106,25,11,61,Y
4,11,0,0,6,4,4,26,35.7,16.67,9916.61,0.2,116,0.06,550.92,595,50,66,21,14,32,Y
25,3,0,15,2,2,1,53,121.52,22.48,61428.8,0.91,440,0.04,3412.71,2732.16,211,229,61,13,95,Y
24,29,0,29,15,8,11,107,76.97,39.34,119135.9,1.01,479,0.03,6618.66,3028.2,195,284,57,23,162,N
6,7,2,1,4,3,1,23,54.93,16.69,15306.5,0.31,166,0.06,850.36,916.91,69,97,31,15,34,N
13,29,2,9,15,9,6,62,44.14,36.56,59011.68,0.54,268,0.03,3278.43,1613.99,117,151,40,25,88,Y
5,7,0,0,4,3,1,33,48.25,15.41,11453.84,0.25,137,0.06,636.32,743.4,52,85,27,16,40,Y
0,7,0,0,4,4,4,8,16.59,14.08,3290.37,0.08,55,0.07,182.8,233.64,13,42,6,13,10,N
14,27,1,9,15,9,9,70,42.37,50.92,109857.36,0.72,334,0.02,6103.19,2157.45,134,200,50,38,96,Y
4,55,0,2,28,16,15,119,60.66,61.55,229809.93,1.24,581,0.02,12767.22,3733.66,269,312,59,27,127,Y
17,45,0,60,23,10,11,116,62.49,43.78,119789.61,0.91,442,0.02,6654.98,2735.9,203,239,51,22,195,Y
9,21,0,1,11,8,6,50,50.46,23.78,28541.95,0.4,204,0.04,1585.66,1200.06,80,124,37,22,62,Y
16,31,0,2,16,12,6,77,70.33,31.91,71631.48,0.75,370,0.03,3979.53,2244.45,150,220,47,20,97,Y
6,1,0,0,1,1,1,2,13.5,2,54,0.01,9,0.5,3,27,4,5,4,4,11,Y
24,22,10,42,12,11,9,90,58.17,44.44,114869.15,0.86,415,0.02,6381.62,2584.96,158,257,48,27,168,N
7,9,0,10,5,4,1,28,26.05,15.5,6259.18,0.13,84,0.06,347.73,403.82,31,53,14,14,47,Y
9,11,1,7,6,6,1,47,45.95,20.79,19865.51,0.32,172,0.05,1103.64,955.39,67,105,29,18,66,Y
0,5,0,4,3,1,1,13,13.11,9,1062.25,0.04,31,0.11,59.01,118.03,10,21,5,9,20,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Y
17,1,0,1,1,1,1,27,58.51,15,13165.87,0.29,174,0.07,731.44,877.72,60,114,22,11,47,Y
13,18,0,17,10,7,4,74,47.06,43,87011.17,0.67,336,0.02,4833.95,2023.52,129,207,39,26,107,Y
44,73,3,73,37,8,8,209,83.39,81.71,556731,2.27,1019,0.01,30929.5,6813.54,417,602,74,29,332,Y
12,15,0,0,8,5,6,65,75.24,26.47,52709.31,0.66,326,0.04,2928.3,1991.38,121,205,48,21,80,Y
9,29,0,9,15,9,3,87,59.41,37.18,82100.95,0.74,377,0.03,4561.16,2208.46,131,246,37,21,108,Y
15,31,2,11,16,13,10,76,67.95,32.52,71864.88,0.74,363,0.03,3992.49,2209.75,136,227,46,22,107,Y
18,53,3,29,27,19,25,76,103.97,28.4,83867.81,0.98,456,0.04,4659.32,2952.93,163,293,66,23,130,Y
4,5,4,1,3,3,3,16,31.22,10.47,3424.18,0.11,66,0.1,190.23,326.98,29,37,18,13,27,Y
19,21,2,10,11,8,8,96,103.28,30.83,98188.74,1.06,493,0.03,5454.93,3184.5,185,308,66,22,130,Y
6,63,1,1,32,5,31,115,32.68,59.62,116160.08,0.65,337,0.02,6453.34,1948.32,133,204,29,26,126,Y
4,25,8,0,13,5,4,59,41.63,29.86,37113.97,0.41,217,0.03,2061.88,1242.96,91,126,32,21,75,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Y
5,35,5,8,18,10,15,68,42.9,37.33,59786.97,0.53,277,0.03,3321.5,1601.44,112,165,33,22,90,Y
3,5,1,7,3,2,1,31,22.59,23.16,12115.05,0.17,102,0.04,673.06,523.19,39,63,16,19,44,Y
5,19,1,5,10,6,6,48,83.22,19.64,32088.05,0.54,264,0.05,1782.67,1634.11,120,144,55,18,59,Y
8,23,0,6,12,11,1,50,46.46,26.28,32085.5,0.41,225,0.04,1782.53,1220.91,73,152,25,18,66,Y
34,28,2,7,16,13,12,96,45.52,46.87,99995.08,0.71,324,0.02,5555.28,2133.53,137,187,57,39,141,Y
1,67,0,0,34,10,25,12,50.15,141.95,1010595.82,2.37,1312,0.01,56144.21,7119.26,271,1041,21,22,15,Y
19,11,6,6,6,5,1,45,38.01,28.21,30254.54,0.36,192,0.04,1680.81,1072.31,79,113,28,20,78,Y
9,21,0,36,11,3,9,48,16.67,44,32273.45,0.24,143,0.02,1792.97,733.49,52,91,13,22,95,Y
0,3,0,0,2,1,1,4,13.67,6,492.27,0.03,21,0.17,27.35,82.04,6,15,5,10,6,Y
8,25,0,1,13,5,10,48,50.08,13.89,9661.24,0.23,129,0.07,536.74,695.61,50,79,27,15,59,Y
5,37,1,1,19,12,13,54,29.86,49.11,72013.96,0.49,256,0.02,4000.78,1466.35,102,154,27,26,63,Y
4,5,0,0,3,1,1,18,13.45,16.71,3756.37,0.07,52,0.06,208.69,224.74,18,34,7,13,24,Y
8,11,0,0,6,6,1,46,66.7,12.77,10883.44,0.28,158,0.08,604.64,851.99,72,86,31,11,57,Y
9,5,0,1,3,3,1,34,107.75,6.33,4322.05,0.23,125,0.16,240.11,682.43,57,68,36,8,46,N
16,3,0,0,2,1,1,81,140.27,17.5,42956.37,0.82,384,0.06,2386.47,2454.65,175,209,70,14,99,Y
11,3,0,5,2,2,1,29,72.46,9.43,6441.74,0.23,123,0.11,357.87,683.21,55,68,35,12,47,Y
6,31,0,4,16,6,16,49,55.98,23.24,30219.93,0.43,226,0.04,1678.88,1300.6,79,147,34,20,62,N
2,47,0,2,24,5,20,57,24.51,32.94,26598.86,0.27,155,0.03,1477.71,807.47,56,99,17,20,63,Y
3,51,2,13,26,20,1,139,69.64,42.24,124286.74,0.98,485,0.02,6904.82,2942.05,230,255,49,18,159,N
2,3,0,0,2,2,1,19,38.97,6,1403,0.08,51,0.17,77.94,233.83,20,31,15,9,23,Y
8,15,0,1,8,7,5,41,33.1,21.28,14986.79,0.23,129,0.05,832.6,704.27,56,73,25,19,52,Y
2,15,0,0,8,1,7,23,36.19,30,32570.2,0.36,204,0.03,1809.46,1085.67,60,144,20,20,27,Y
61,31,6,14,16,1,16,46,15.62,50.25,39436.79,0.26,169,0.02,2190.93,784.81,67,102,10,15,129,Y
29,53,9,36,27,1,21,31,20.87,55.96,65373.56,0.39,243,0.02,3631.86,1168.19,97,146,13,15,107,Y
15,35,0,9,18,12,7,149,94.45,49.85,234668.62,1.57,727,0.02,13037.15,4707.86,270,457,65,24,175,N
55,7,0,5,4,2,1,349,269.18,56.51,859517.12,5.07,2080,0.02,47750.95,15210.8,944,1136,142,17,411,Y
2,4,1,0,3,3,1,17,24.52,13.65,4569.25,0.11,74,0.07,253.85,334.74,21,53,10,13,22,Y
7,3,0,0,2,2,1,44,117.59,15,26457.27,0.59,279,0.07,1469.85,1763.82,120,159,64,16,53,Y
2,9,1,11,5,3,1,23,19.18,10,1918.17,0.06,46,0.1,106.56,191.82,20,26,9,9,39,Y
2,5,0,4,3,2,1,18,22.55,17.23,6696.54,0.13,80,0.06,372.03,388.64,28,52,13,16,26,N
6,9,0,0,5,4,3,84,138.59,19.68,53651.64,0.91,418,0.05,2980.65,2726.85,202,216,77,15,92,Y
16,27,2,12,14,13,8,62,114.83,11.5,15185.86,0.44,212,0.09,843.66,1320.51,92,120,60,15,94,Y
36,1,0,24,1,1,1,46,515.21,2.2,2499.34,0.38,178,0.45,138.85,1134.76,87,91,79,4,108,Y
29,1,0,0,1,1,1,39,466.75,2.02,1918.5,0.32,151,0.49,106.58,946.28,74,77,73,4,70,Y
16,37,1,7,19,11,10,118,93,34.67,111762.93,1.07,516,0.03,6209.05,3223.93,208,308,57,19,148,Y
3,27,1,0,26,2,1,85,56.77,25.5,36915.92,0.48,223,0.04,2050.88,1447.68,84,139,56,34,91,Y
0,3,0,0,2,1,1,5,10.3,4,164.84,0.01,13,0.25,9.16,41.21,4,9,3,6,7,Y
12,39,0,7,20,7,15,62,39.19,33.19,43166.62,0.43,226,0.03,2398.15,1300.6,77,149,29,25,83,Y
3,7,0,0,4,4,1,28,49.68,15.71,12267.49,0.26,151,0.06,681.53,780.66,44,107,21,15,34,Y
8,7,0,7,4,4,1,36,36.3,14.86,8012.03,0.18,106,0.07,445.11,539.27,48,58,21,13,53,Y
0,1,0,0,1,1,1,3,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,2,5,2,3,5,Y
63,13,6,10,7,6,1,76,148.33,17.71,46512.83,0.88,383,0.06,2584.05,2626.61,170,213,96,20,157,Y
30,55,5,23,28,14,15,134,86.2,39.9,137251.55,1.15,520,0.03,7625.09,3439.65,221,299,72,26,194,Y
1,7,0,0,4,3,4,10,12.83,9.43,1140.18,0.04,29,0.11,63.34,120.93,12,17,7,11,13,Y
5,11,0,2,6,4,1,20,31.06,13.68,5815.79,0.14,85,0.07,323.1,425,40,45,19,13,29,Y
4,15,0,19,8,3,3,49,24.21,47.45,54520.57,0.38,208,0.02,3028.92,1148.9,87,121,22,24,74,Y
1,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,5,N
83,30,3,25,26,24,1,272,111.99,101.88,1162486.19,3.8,1533,0.01,64582.57,11410.03,567,966,128,46,385,Y
11,59,3,5,30,13,19,84,80.08,25.73,53012.97,0.69,325,0.04,2945.16,2060.44,138,187,59,22,105,Y
3,7,0,0,4,4,1,22,54.59,11.79,7582.92,0.21,114,0.08,421.27,643.4,55,59,35,15,27,Y
15,96,3,22,51,31,40,179,73.82,83.5,514681.05,2.05,875,0.01,28593.39,6163.84,334,541,88,44,222,Y
12,45,1,10,23,16,10,100,94.22,21.17,42214.86,0.66,312,0.05,2345.27,1994.4,127,185,63,21,125,Y
4,5,0,0,3,2,1,17,28.63,6.23,1111.43,0.06,40,0.16,61.75,178.38,18,22,13,9,23,Y
0,3,0,3,2,2,1,20,54.98,6.46,2292.07,0.12,71,0.15,127.34,355,33,38,23,9,25,Y
5,9,0,3,5,4,4,19,32.28,12.28,4866.12,0.13,80,0.08,270.34,396.34,34,46,18,13,29,Y
5,5,1,0,3,2,1,29,27.82,27.5,21037.5,0.26,153,0.04,1168.75,765,55,98,16,16,37,Y
2,19,0,0,10,1,6,20,24.63,9.31,2133.77,0.08,50,0.11,118.54,229.25,22,28,13,11,24,Y
4,11,0,6,6,2,4,24,26.7,23,14122.17,0.2,117,0.04,784.57,614.01,46,71,19,19,37,Y
18,105,0,18,53,22,53,84,51.3,56.76,165253.09,0.97,489,0.02,9180.73,2911.6,168,321,37,25,123,Y
12,19,0,30,10,4,6,52,45.3,27.18,33458.55,0.41,212,0.04,1858.81,1231.16,84,128,34,22,96,Y
12,37,0,9,19,11,18,92,70.04,45.4,144343.07,1.06,491,0.02,8019.06,3179.59,220,271,63,26,113,Y
3,19,0,0,10,6,5,24,24.9,24.5,14945,0.2,122,0.04,830.28,610,49,73,16,16,29,Y
15,17,2,21,9,7,7,79,74.63,24.96,46500.6,0.62,300,0.04,2583.37,1862.84,126,174,53,21,119,Y
7,83,20,5,42,25,27,148,79.97,65.26,340687.48,1.74,779,0.02,18927.08,5219.64,322,457,74,30,182,Y
11,5,0,6,3,3,1,71,127.21,28.37,102418.72,1.2,556,0.04,5689.93,3609.47,227,329,72,18,92,Y
8,11,0,8,6,6,1,43,21.6,47.68,49103.78,0.34,212,0.02,2727.99,1029.89,89,123,14,15,64,N
18,33,4,12,17,12,3,86,56.72,44.82,113953.55,0.85,427,0.02,6330.75,2542.44,152,275,39,23,122,Y
15,125,3,24,63,22,61,129,57.41,75.2,324675.03,1.44,737,0.01,18037.5,4317.33,265,472,37,21,175,Y
2,5,1,0,3,2,1,10,23.94,9,1939.44,0.07,47,0.11,107.75,215.49,18,29,12,12,15,Y
8,9,0,0,5,5,4,34,29.52,23.98,16970.74,0.24,133,0.04,942.82,707.82,53,80,21,19,44,Y
8,9,0,5,5,5,3,35,38.9,18.75,13675.98,0.24,138,0.05,759.78,729.39,60,78,24,15,50,N
2,1,0,0,1,1,1,4,17.79,2.92,151.35,0.02,15,0.34,8.41,51.89,7,8,6,5,8,Y
2,7,0,0,4,2,1,8,23.38,8.71,1772.67,0.07,45,0.11,98.48,203.56,19,26,12,11,12,Y
2,1,0,0,1,1,1,4,17.79,2.92,151.35,0.02,15,0.34,8.41,51.89,7,8,6,5,8,Y
0,1,0,0,1,1,1,2,0,0,0,0,2,0,0,2,0,2,0,2,4,N
13,21,0,12,11,9,6,72,58.94,27.38,44176.23,0.54,266,0.04,2454.23,1613.58,112,154,45,22,101,Y
9,53,5,0,27,16,20,97,68.26,41.45,117259.19,0.94,445,0.02,6514.4,2829.11,189,256,57,25,113,Y
5,7,0,5,4,4,4,16,36.51,9.12,3034.74,0.11,70,0.11,168.6,332.84,31,39,17,10,28,Y
15,23,0,12,12,12,3,79,63.32,25.28,40453.51,0.53,262,0.04,2247.42,1600.43,108,154,47,22,111,N
2,1,0,0,1,1,1,4,17.79,2.92,151.35,0.02,15,0.34,8.41,51.89,7,8,6,5,8,Y
2,1,0,0,1,1,1,4,15.5,3,139.52,0.02,14,0.33,7.75,46.51,6,8,5,5,8,Y
2,7,0,0,4,2,1,8,23.38,8.71,1772.67,0.07,45,0.11,98.48,203.56,19,26,12,11,12,Y
17,65,0,0,33,19,20,117,88.85,43.11,165091.96,1.28,574,0.02,9171.78,3829.97,252,322,76,26,137,Y
1,3,0,0,2,1,1,6,15.41,4.08,256.87,0.02,17,0.24,14.27,62.91,7,10,6,7,9,Y
5,37,0,6,19,16,10,85,81.19,27.41,60987.96,0.74,351,0.04,3388.22,2225.29,147,204,59,22,98,N
24,31,22,8,16,16,1,115,123.53,34.25,144911.31,1.41,644,0.03,8050.63,4230.99,274,370,76,19,171,Y
9,29,0,4,15,15,11,62,91.8,18.04,29873.71,0.55,273,0.06,1659.65,1656.04,115,158,51,16,77,Y
0,1,0,0,1,1,1,4,25.38,3,228.44,0.03,20,0.33,12.69,76.15,8,12,8,6,6,Y
5,137,2,7,69,52,59,234,82.19,113.26,1054328.69,3.1,1427,0.01,58573.82,9309.12,575,852,66,26,252,Y
2,1,0,0,1,1,1,4,17.79,2.92,151.35,0.02,15,0.34,8.41,51.89,7,8,6,5,8,Y
2,7,0,0,4,1,1,8,22.92,8,1467.19,0.06,40,0.13,81.51,183.4,16,24,12,12,12,Y
6,15,0,1,8,4,1,34,18.36,27.44,13829.69,0.17,113,0.04,768.32,503.92,38,75,9,13,43,Y
7,25,3,17,13,11,10,51,37.59,37.18,51967.89,0.47,244,0.03,2887.11,1397.61,97,147,30,23,80,Y
4,7,0,6,4,4,1,31,56.08,12.5,8762.52,0.23,130,0.08,486.81,701,50,80,28,14,43,Y
4,15,0,5,8,5,3,33,54.45,18.51,18660.29,0.34,168,0.05,1036.68,1008,66,102,41,23,45,Y
0,1,0,0,1,1,1,12,75.63,4.59,1592.09,0.12,79,0.22,88.45,346.99,39,40,17,4,14,Y
2,3,0,0,2,1,1,6,8.4,7,411.67,0.02,17,0.14,22.87,58.81,8,9,4,7,10,N
61,21,7,10,11,7,4,45,27.49,40.02,44031.51,0.37,197,0.02,2446.19,1100.24,87,110,25,23,125,Y
2,9,0,0,5,1,1,15,12.76,21,5627.15,0.09,62,0.05,312.62,267.96,28,34,8,12,19,Y
12,15,3,19,8,7,1,52,41.29,33.25,45651.03,0.46,250,0.03,2536.17,1372.96,76,174,24,21,88,Y
1,3,0,0,2,2,1,10,55.47,4.24,995.75,0.08,50,0.24,55.32,235.02,23,27,19,7,13,Y
2,25,2,6,13,7,11,36,39.17,23.68,21958.26,0.31,159,0.04,1219.9,927.43,70,89,34,23,48,Y
7,19,0,4,10,4,6,52,26.01,35.05,31955.88,0.3,175,0.03,1775.33,911.65,74,101,19,18,65,Y
8,57,0,3,30,10,27,120,36.69,68.76,173460.96,0.84,413,0.01,9636.72,2522.82,159,254,37,32,133,N
14,7,0,1,4,4,1,28,33.26,11.92,4723,0.13,80,0.08,262.39,396.34,33,47,18,13,46,Y
4,3,0,2,2,2,1,9,17.64,10.11,1803.59,0.06,40,0.1,100.2,178.38,14,26,9,13,17,Y
13,14,0,0,9,6,1,40,38.42,16.81,10852.59,0.22,115,0.06,602.92,645.69,38,77,26,23,55,Y
14,58,1,1,30,25,18,111,55.65,46.42,119927.45,0.86,402,0.02,6662.64,2583.36,142,260,52,34,129,Y
2,5,0,0,3,2,1,11,21.91,10.05,2210.79,0.07,48,0.1,122.82,220.08,17,31,11,13,15,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Y
4,1,0,0,1,1,1,16,42.19,12.06,6135.2,0.17,107,0.08,340.84,508.77,41,66,17,10,22,Y
4,5,0,0,3,3,1,17,20.36,16.67,5654.79,0.11,74,0.06,314.15,339.29,20,54,9,15,23,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,N
2,1,0,0,1,1,1,9,17.55,10.21,1831.49,0.06,43,0.1,101.75,179.31,13,30,7,11,13,N
4,3,0,3,2,2,1,23,69.81,12.2,10396.13,0.28,157,0.08,577.56,851.92,71,86,32,11,32,Y
10,13,0,6,7,3,1,64,80.49,25.87,53855.82,0.69,347,0.04,2991.99,2082,169,178,49,15,80,Y
2,1,0,0,1,1,1,9,11.9,14.4,2467.17,0.06,45,0.07,137.06,171.33,16,29,5,9,13,Y
1,5,0,0,3,2,1,9,10.56,8.33,733.33,0.03,22,0.12,40.74,88,10,12,6,10,12,Y
12,12,1,3,8,7,1,43,32.68,28.52,26580.45,0.31,166,0.04,1476.69,932.04,70,96,27,22,61,Y
20,33,1,18,17,11,4,88,60.58,31.88,61556.21,0.64,314,0.03,3419.79,1931.02,142,172,49,22,129,Y
1,1,0,0,1,1,1,3,11.16,3.12,108.97,0.01,11,0.32,6.05,34.87,5,6,4,5,6,Y
17,45,6,40,25,22,5,129,86.36,31.57,86066.68,0.91,421,0.03,4781.48,2726.28,171,250,65,24,194,Y
3,1,0,0,1,1,1,6,13.44,8.33,933.33,0.04,28,0.12,51.85,112,10,18,6,10,11,Y
3,1,0,0,1,1,1,6,13.44,8.33,933.33,0.04,28,0.12,51.85,112,10,18,6,10,11,Y
3,1,0,0,1,1,1,6,13.44,8.33,933.33,0.04,28,0.12,51.85,112,10,18,6,10,11,Y
2,1,0,0,1,1,1,10,56.44,2.83,453.08,0.05,37,0.35,25.17,159.91,17,20,15,5,14,Y
1,5,0,1,3,1,1,13,14.73,7.43,812.63,0.04,28,0.13,45.15,109.39,13,15,7,8,17,Y
3,5,0,1,3,1,1,17,17.79,16.88,5066.46,0.1,72,0.06,281.47,300.23,27,45,8,10,23,Y
69,129,0,21,76,25,29,298,67.71,172.09,2005123.26,3.88,1614,0.01,111395.74,11651.74,540,1074,91,58,390,Y
0,1,0,0,1,1,1,3,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,5,Y
6,43,2,1,22,11,16,104,145.17,33.73,165181.32,1.63,673,0.03,9176.74,4896.83,306,367,127,28,113,N
2,3,0,0,2,1,1,7,20.33,5.85,695.81,0.04,28,0.17,38.66,118.94,13,15,10,9,11,Y
16,12,0,32,7,6,1,61,59.45,27.03,43442.73,0.54,264,0.04,2413.48,1607.09,121,143,47,21,109,Y
2,1,0,1,1,1,1,6,15.86,5.83,539.65,0.03,25,0.17,29.98,92.51,10,15,6,7,11,N
7,11,0,6,6,6,3,25,42.19,9.6,3888,0.14,81,0.1,216,405,32,49,20,12,40,Y
5,9,0,3,5,3,1,21,80.67,5.7,2621.03,0.15,87,0.18,145.61,459.83,38,49,30,9,31,Y
7,7,0,0,5,5,1,33,50.49,11,6109.5,0.19,103,0.09,339.42,555.41,44,59,28,14,42,Y
6,7,0,6,4,4,1,23,36.59,10.15,3769.56,0.12,73,0.1,209.42,371.38,29,44,20,14,37,Y
21,9,2,10,5,4,4,17,29.06,9.63,2692.04,0.09,57,0.1,149.56,279.69,22,35,16,14,52,Y
31,7,5,14,4,4,1,32,32.74,14.91,7276.49,0.16,93,0.07,404.25,488.06,41,52,22,16,89,Y
51,9,4,23,6,6,1,52,52.24,18.59,18060.94,0.32,173,0.05,1003.39,971.34,70,103,32,17,132,Y
28,6,11,13,4,4,1,21,28.78,14.61,6141.15,0.14,77,0.07,341.17,420.38,32,45,23,21,76,Y
14,1,0,5,1,1,1,12,24.82,8.73,1890.71,0.07,51,0.11,105.04,216.64,24,27,11,8,33,Y
4,5,0,5,3,3,1,25,33.66,13.22,5883.89,0.15,89,0.08,326.88,445,34,55,18,14,36,Y
1,3,0,0,2,2,1,15,19.82,10.8,2311.77,0.07,48,0.09,128.43,214.05,18,30,10,12,18,Y
1,3,0,0,2,2,1,16,20.81,12,2996.74,0.08,56,0.08,166.49,249.73,20,36,10,12,19,Y
9,13,0,8,7,7,5,41,51.1,14.69,11019.64,0.25,141,0.07,612.2,750.39,61,80,27,13,60,Y
4,3,0,0,2,2,1,11,32,5.71,1044.78,0.06,41,0.18,58.04,182.84,20,21,14,8,17,Y
10,22,1,17,12,9,5,76,50.35,34.94,61473.97,0.59,288,0.03,3415.22,1759.26,123,165,44,25,106,Y
2,1,0,0,1,1,1,14,21.82,3.3,237.6,0.02,18,0.3,13.2,72,11,7,10,6,18,Y
17,21,0,17,11,7,1,64,57.92,28.25,46222.9,0.55,277,0.04,2567.94,1636.21,113,164,40,20,100,Y
1,11,0,0,6,4,1,32,36.61,17.64,11390.6,0.22,119,0.06,632.81,645.73,49,70,25,18,35,Y
49,15,0,13,9,9,1,162,118.79,44.9,239462.77,1.78,782,0.02,13303.49,5333.38,333,449,89,24,226,Y
9,11,1,0,6,6,1,31,95.86,9.23,8168.29,0.29,156,0.11,453.79,884.9,60,96,39,12,43,Y
20,33,0,38,17,7,14,69,72.07,16.21,18937.82,0.39,203,0.06,1052.1,1168.24,77,126,38,16,129,Y
14,17,0,14,9,6,4,45,37.56,30.33,34559.75,0.38,204,0.03,1919.99,1139.33,78,126,27,21,75,Y
10,24,0,4,14,11,5,85,68.92,26.16,47150.8,0.6,277,0.04,2619.49,1802.66,124,153,64,27,99,Y
2,1,1,1,1,1,1,12,39.47,4.47,788.91,0.06,38,0.22,43.83,176.47,19,19,17,8,16,Y
4,9,0,0,5,3,3,21,22.11,16.2,5802.06,0.12,71,0.06,322.34,358.15,27,44,15,18,27,Y
17,51,0,8,26,15,10,113,62.96,51.42,166429.74,1.08,515,0.02,9246.1,3236.98,218,297,53,25,140,Y
16,13,9,0,7,4,5,63,39.71,36.67,53390.88,0.49,258,0.03,2966.16,1456.11,110,148,30,20,90,Y
10,11,2,2,6,3,1,37,31.19,30.23,28502.18,0.31,176,0.03,1583.45,942.93,70,106,22,19,53,Y
3,1,0,6,1,1,1,6,49.6,2.5,310,0.04,31,0.4,17.22,124,15,16,12,4,17,Y
3,7,1,4,4,3,3,8,12.57,10.08,1277.67,0.04,31,0.1,70.98,126.71,11,20,6,11,18,Y
17,25,5,4,16,10,4,89,46.52,47.69,105792.65,0.74,348,0.02,5877.37,2218.51,152,196,51,32,120,Y
5,9,0,7,5,3,4,24,37.29,10.59,4180.63,0.13,84,0.09,232.26,394.84,40,44,17,9,39,Y
12,69,0,22,35,24,16,157,53.25,67.04,239320.61,1.19,595,0.01,13295.59,3570,239,356,41,23,193,Y
11,13,0,6,8,7,1,40,31.86,15.83,7986.96,0.17,100,0.06,443.72,504.44,38,62,18,15,59,N
8,43,5,5,22,16,11,123,58.46,47.25,130518.11,0.92,457,0.02,7251.01,2762.29,189,268,44,22,143,Y
12,9,0,13,5,2,1,46,38.5,30.89,36728.37,0.4,203,0.03,2040.46,1189.17,94,109,35,23,71,Y
1,3,0,0,2,2,1,12,15.24,12.86,2520,0.07,49,0.08,140,196,20,29,7,9,15,Y
0,1,0,0,1,1,1,2,15,2,60,0.01,10,0.5,3.33,30,4,6,4,4,4,Y
0,1,0,0,1,1,1,2,15,2,60,0.01,10,0.5,3.33,30,4,6,4,4,4,Y
